Record_ID,Date,Country,City,Temperature,Humidity,Precipitation,Air_Quality_Index,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
bra_1407,2025-11-06,Brazil,"Rio de Janeiro",25.3,87,134.2,28,None,Koeppen-C,Tropical,Desert,29.7,36,W,Autumn,4828327,37552169,10
bra_1408,2025-11-07,Brazil,"Rio de Janeiro",29.6,62,163.7,440,None,Koeppen-C,Tropical,Desert,32.7,21.5,W,Autumn,255943,89539946,5
bra_1409,2025-11-08,Brazil,"Rio de Janeiro",12.3,97,95.7,338,Drought,Koeppen-C,Tropical,Tundra,17.2,15,NW,Autumn,852420,93628407,8
bra_141,2024-05-20,Brazil,"Sao Paulo",18.7,32,50.9,447,None,Koeppen-D,Tropical,Wetland,20.3,12.3,E,Spring,4561006,3466799,7
bra_1410,2025-11-09,Brazil,"Rio de Janeiro",27,43,179.2,217,None,Koeppen-B,Tropical,Grassland,29.1,22.4,SW,Autumn,8819396,86499586,6
bra_1411,2025-11-10,Brazil,"Rio de Janeiro",38.5,47,45.3,290,None,Koeppen-A,Tropical,Wetland,40.9,10.7,NW,Autumn,7047993,5554260,3
bra_1412,2025-11-11,Brazil,"Rio de Janeiro",10,40,177.1,306,None,Koeppen-D,Tropical,Tundra,12,27.5,NE,Autumn,1650348,72588986,1
bra_1413,2025-11-12,Brazil,"Rio de Janeiro",36.5,93,150.9,177,None,Koeppen-D,Tropical,Tundra,41.1,31.4,NW,Autumn,7241803,22070363,10
bra_1414,2025-11-13,Brazil,"Rio de Janeiro",-2.5,39,13.5,417,None,Koeppen-C,Tropical,Grassland,-0.5,11.6,NE,Autumn,6594315,782690,10
bra_1415,2025-11-14,Brazil,"Rio de Janeiro",38.3,78,190.8,431,None,Koeppen-C,Tropical,Tundra,42.2,2.3,NE,Autumn,1706320,40511972,1
bra_1416,2025-11-15,Brazil,"Rio de Janeiro",43.2,64,29.4,391,None,Koeppen-A,Tropical,Tundra,46.4,15.1,SE,Autumn,2224212,78177312,1
bra_1417,2025-11-16,Brazil,"Rio de Janeiro",27,92,50.2,159,None,Koeppen-B,Tropical,Forest,31.6,38.8,NW,Autumn,5466605,92964644,1
bra_1418,2025-11-17,Brazil,"Rio de Janeiro",2.1,60,81,391,None,Koeppen-D,Tropical,Desert,5.1,17.1,SE,Autumn,3577938,6829223,10
bra_1419,2025-11-18,Brazil,"Rio de Janeiro",36.3,62,148.5,458,None,Koeppen-B,Tropical,Forest,39.4,14.5,NE,Autumn,9252678,66897715,10
bra_142,2024-05-21,Brazil,"Sao Paulo",-9,96,31.2,44,None,Koeppen-B,Tropical,Wetland,-4.2,34.4,NE,Spring,3869179,97086420,7
bra_1420,2025-11-19,Brazil,"Rio de Janeiro",32.8,30,110.4,287,None,Koeppen-C,Tropical,Desert,34.3,39.1,W,Autumn,1043310,82664732,8
bra_1421,2025-11-20,Brazil,"Rio de Janeiro",13.8,19,156.7,76,None,Koeppen-C,Tropical,Wetland,14.8,1.8,S,Autumn,8249461,25101077,7
bra_1422,2025-11-21,Brazil,"Rio de Janeiro",28.9,32,192.5,388,None,Koeppen-A,Tropical,Desert,30.5,18.4,SW,Autumn,7683439,67232566,6
bra_1423,2025-11-22,Brazil,"Rio de Janeiro",11.7,20,56,471,None,Koeppen-D,Tropical,Wetland,12.7,7.8,S,Autumn,3608426,33493881,2
bra_1424,2025-11-23,Brazil,"Rio de Janeiro",2,60,71.2,325,None,Koeppen-A,Tropical,Grassland,5,10.1,S,Autumn,934076,57049734,8
bra_1425,2025-11-24,Brazil,"Rio de Janeiro",25.4,83,57,261,None,Koeppen-C,Tropical,Tundra,29.5,13.4,N,Autumn,2310410,86240677,3
bra_1426,2025-11-25,Brazil,"Rio de Janeiro",37.5,26,34.9,133,None,Koeppen-B,Tropical,Grassland,38.8,37.1,SE,Autumn,7794953,29173471,8
bra_1427,2025-11-26,Brazil,"Rio de Janeiro",-4.6,86,58.7,322,None,Koeppen-B,Tropical,Tundra,-0.3,13.6,SW,Autumn,9320094,88796050,4
bra_1428,2025-11-27,Brazil,"Rio de Janeiro",7.4,26,121.4,281,None,Koeppen-C,Tropical,Desert,8.7,35.1,S,Autumn,6963911,39250668,5
bra_1429,2025-11-28,Brazil,"Rio de Janeiro",15.8,21,199.1,423,None,Koeppen-C,Tropical,Desert,16.9,31.9,NW,Autumn,7086355,7919583,7
bra_143,2024-05-22,Brazil,"Sao Paulo",2.8,25,164.4,113,None,Koeppen-C,Tropical,Tundra,4,7.6,NW,Spring,400119,68986809,5
bra_1430,2025-11-29,Brazil,"Rio de Janeiro",11.7,95,98.1,45,None,Koeppen-C,Tropical,Wetland,16.4,30,NW,Autumn,9079671,85503202,8
bra_1431,2025-11-30,Brazil,"Rio de Janeiro",8.8,71,19.5,54,None,Koeppen-D,Tropical,Desert,12.4,2.3,S,Autumn,5929819,60651662,2
bra_1432,2025-12-01,Brazil,"Rio de Janeiro",28.8,83,11.3,422,None,Koeppen-A,Tropical,Desert,33,36.4,N,Winter,4600647,96869162,8
bra_1433,2025-12-02,Brazil,"Rio de Janeiro",-8.8,42,179.4,93,None,Koeppen-A,Tropical,Wetland,-6.7,31.5,W,Winter,3712705,1465426,9
bra_1434,2025-12-03,Brazil,"Rio de Janeiro",13.4,93,8.4,163,Flood,Koeppen-A,Tropical,Wetland,18.1,20.3,E,Winter,2678769,25151355,7
bra_1435,2025-12-04,Brazil,"Rio de Janeiro",42,92,113.1,297,None,Koeppen-C,Tropical,Wetland,46.6,0.1,NE,Winter,4029505,52551751,5
bra_1436,2025-12-05,Brazil,"Rio de Janeiro",32.1,17,49.2,184,None,Koeppen-C,Tropical,Grassland,33,0.2,S,Winter,2411774,32173748,8
bra_1437,2025-12-06,Brazil,"Rio de Janeiro",18.7,33,70,176,Drought,Koeppen-D,Tropical,Grassland,20.3,25.4,SE,Winter,9362428,97590956,8
bra_1438,2025-12-07,Brazil,"Rio de Janeiro",7.7,29,138,278,None,Koeppen-B,Tropical,Forest,9.2,12.9,S,Winter,1128949,14050889,6
bra_1439,2025-12-08,Brazil,"Rio de Janeiro",21.7,76,163.9,497,None,Koeppen-A,Tropical,Grassland,25.5,24.5,NE,Winter,1916157,80685211,2
bra_144,2024-05-23,Brazil,"Sao Paulo",42.4,59,8.8,96,Hurricane,Koeppen-B,Tropical,Forest,45.4,32.6,NW,Spring,6980667,78335748,2
bra_1440,2025-12-09,Brazil,"Rio de Janeiro",-3.6,62,158.8,238,None,Koeppen-B,Tropical,Wetland,-0.5,29.7,SW,Winter,9522397,64462449,3
bra_1441,2025-12-10,Brazil,"Rio de Janeiro",-6.1,24,57.3,30,None,Koeppen-D,Tropical,Forest,-4.9,8.9,NE,Winter,9321661,42812422,4
bra_1442,2025-12-11,Brazil,"Rio de Janeiro",-0.8,64,35.3,281,None,Koeppen-A,Tropical,Tundra,2.4,2.9,S,Winter,3458411,8032952,7
bra_1443,2025-12-12,Brazil,"Rio de Janeiro",30,35,145.5,226,None,Koeppen-B,Tropical,Forest,31.8,4.3,SE,Winter,420527,11912857,5
bra_1444,2025-12-13,Brazil,"Rio de Janeiro",10,100,37.1,337,None,Koeppen-A,Tropical,Desert,15,31.1,NE,Winter,7248848,91087553,9
bra_1445,2025-12-14,Brazil,"Rio de Janeiro",5.5,91,104.8,405,None,Koeppen-C,Tropical,Wetland,10.1,20.4,N,Winter,4116422,41274259,9
bra_1446,2025-12-15,Brazil,"Rio de Janeiro",-8.4,24,171.9,385,None,Koeppen-C,Tropical,Tundra,-7.2,14.3,NW,Winter,6103476,6266652,5
bra_1447,2025-12-16,Brazil,"Rio de Janeiro",12.4,49,13,336,None,Koeppen-D,Tropical,Tundra,14.9,6.1,SE,Winter,2564205,2517486,9
bra_1448,2025-12-17,Brazil,"Rio de Janeiro",30.3,54,193.7,12,None,Koeppen-D,Tropical,Tundra,33,19.7,E,Winter,6095355,12601776,2
bra_1449,2025-12-18,Brazil,"Rio de Janeiro",32,71,11.9,135,None,Koeppen-D,Tropical,Wetland,35.5,15.4,W,Winter,6000651,31622574,6
bra_145,2024-05-24,Brazil,"Sao Paulo",30.9,52,180.4,244,None,Koeppen-B,Tropical,Wetland,33.5,9.4,W,Spring,722338,87896172,4
bra_1450,2025-12-19,Brazil,"Rio de Janeiro",43.3,43,193.7,247,None,Koeppen-D,Tropical,Grassland,45.4,25.4,N,Winter,9157522,95588092,10
bra_1451,2025-12-20,Brazil,"Rio de Janeiro",35.8,22,80.4,400,None,Koeppen-A,Tropical,Forest,36.9,27.7,W,Winter,7166433,27982358,6
bra_1452,2025-12-21,Brazil,"Rio de Janeiro",32.7,64,61,122,Drought,Koeppen-C,Tropical,Grassland,35.9,32.1,NE,Winter,4283221,44584567,5
bra_1453,2025-12-22,Brazil,"Rio de Janeiro",-4.5,17,128,67,None,Koeppen-D,Tropical,Desert,-3.6,7.2,SW,Winter,4757771,91874491,5
bra_1454,2025-12-23,Brazil,"Rio de Janeiro",-4.2,15,84.2,242,Flood,Koeppen-D,Tropical,Grassland,-3.5,18.1,SE,Winter,2696185,61441177,7
bra_1455,2025-12-24,Brazil,"Rio de Janeiro",21.8,80,37.3,60,None,Koeppen-A,Tropical,Forest,25.8,27.6,E,Winter,78710,10793670,9
bra_1456,2025-12-25,Brazil,"Rio de Janeiro",31.4,35,28.3,282,None,Koeppen-B,Tropical,Tundra,33.1,4.1,N,Winter,3076036,23684919,3
bra_1457,2025-12-26,Brazil,"Rio de Janeiro",44.1,39,174.7,99,Flood,Koeppen-C,Tropical,Desert,46.1,23.1,SE,Winter,9252305,34037803,7
bra_1458,2025-12-27,Brazil,"Rio de Janeiro",14,88,154.1,456,Drought,Koeppen-C,Tropical,Wetland,18.4,37.9,S,Winter,3986181,90515330,6
bra_1459,2025-12-28,Brazil,"Rio de Janeiro",33.8,58,100.6,342,None,Koeppen-D,Tropical,Forest,36.7,2.1,E,Winter,9523598,1494056,9
bra_146,2024-05-25,Brazil,"Sao Paulo",38.8,86,142.5,217,None,Koeppen-C,Tropical,Forest,43.1,11.4,SW,Spring,5192398,78289611,4
bra_1460,2025-12-29,Brazil,"Rio de Janeiro",1.9,27,133.3,205,None,Koeppen-B,Tropical,Grassland,3.2,5.3,N,Winter,9067333,82385150,5
bra_1461,2025-12-30,Brazil,"Rio de Janeiro",-3.9,51,53,491,None,Koeppen-B,Tropical,Tundra,-1.3,29.2,NE,Winter,2258062,43659431,9
bra_1462,2025-12-31,Brazil,"Rio de Janeiro",17.4,62,48,407,None,Koeppen-C,Tropical,Desert,20.5,23.5,NE,Winter,376848,38473478,9
bra_1463,2024-01-01,Brazil,"Brasilia ",39.6,40,185.4,458,None,Koeppen-C,Tropical,Wetland,41.6,31.2,SW,Winter,5678223,24010867,8
bra_1464,2024-01-02,Brazil,"Brasilia ",-9.8,76,31.5,362,None,Koeppen-B,Tropical,Tundra,-6,27.2,S,Winter,3628145,4800942,4
bra_1465,2024-01-03,Brazil,"Brasilia ",35.2,76,50.1,257,None,Koeppen-D,Tropical,Tundra,39,38.7,W,Winter,5195491,72459581,5
bra_1466,2024-01-04,Brazil,"Brasilia ",-2.3,24,58.4,241,None,Koeppen-A,Tropical,Tundra,-1.1,14.3,W,Winter,4875796,42013430,8
bra_1467,2024-01-05,Brazil,"Brasilia ",-1.7,49,167.5,496,None,Koeppen-C,Tropical,Forest,0.8,18.1,S,Winter,6347823,77713222,7
bra_1468,2024-01-06,Brazil,"Brasilia ",37.9,71,193.8,385,None,Koeppen-C,Tropical,Forest,41.4,39,SE,Winter,9784682,2392780,7
bra_1469,2024-01-07,Brazil,"Brasilia ",44.3,33,43.4,158,Drought,Koeppen-D,Tropical,Tundra,45.9,39.5,S,Winter,6060043,47036865,4
bra_147,2024-05-26,Brazil,"Sao Paulo",16.7,28,55.1,399,None,Koeppen-C,Tropical,Tundra,18.1,37.7,S,Spring,8334816,72536110,9
bra_1470,2024-01-08,Brazil,"Brasilia ",28.3,59,76.1,302,Flood,Koeppen-B,Tropical,Desert,31.2,38.7,SE,Winter,9540795,20447297,9
bra_1471,2024-01-09,Brazil,"Brasilia ",44.7,31,16,487,None,Koeppen-C,Tropical,Tundra,46.2,30.2,E,Winter,6563606,63585529,5
bra_1472,2024-01-10,Brazil,"Brasilia ",7,97,115.6,332,None,Koeppen-C,Tropical,Desert,11.9,36.8,S,Winter,2445494,87559894,7
bra_1473,2024-01-11,Brazil,"Brasilia ",22.4,58,137.6,84,None,Koeppen-B,Tropical,Tundra,25.3,33.7,NW,Winter,8878294,54294729,10
bra_1474,2024-01-12,Brazil,"Brasilia ",10.7,12,65.8,282,None,Koeppen-D,Tropical,Tundra,11.3,32.5,S,Winter,8227074,36307000,3
bra_1475,2024-01-13,Brazil,"Brasilia ",5.8,96,165.7,367,None,Koeppen-A,Tropical,Tundra,10.6,11.7,SE,Winter,7037823,20487817,8
bra_1476,2024-01-14,Brazil,"Brasilia ",30.8,87,61.9,469,Heatwave,Koeppen-B,Tropical,Forest,35.1,10.6,SW,Winter,9429024,19272385,10
bra_1477,2024-01-15,Brazil,"Brasilia ",14.9,26,53.3,444,None,Koeppen-B,Tropical,Forest,16.2,26.6,S,Winter,1783590,16698332,8
bra_1478,2024-01-16,Brazil,"Brasilia ",-9.9,22,196.7,233,Hurricane,Koeppen-C,Tropical,Forest,-8.8,37,S,Winter,2433839,18808771,1
bra_1479,2024-01-17,Brazil,"Brasilia ",30.7,31,41,184,None,Koeppen-A,Tropical,Tundra,32.2,16.2,N,Winter,4822985,83461003,8
bra_148,2024-05-27,Brazil,"Sao Paulo",17.1,13,33.5,148,None,Koeppen-C,Tropical,Grassland,17.8,11.3,NE,Spring,5317196,63477858,4
bra_1480,2024-01-18,Brazil,"Brasilia ",24.7,72,11.6,266,None,Koeppen-D,Tropical,Wetland,28.3,4.2,NW,Winter,4159776,82330643,10
bra_1481,2024-01-19,Brazil,"Brasilia ",3.2,54,143.1,416,None,Koeppen-B,Tropical,Desert,5.9,28.9,W,Winter,5985054,96027977,9
bra_1482,2024-01-20,Brazil,"Brasilia ",40.7,42,66.5,313,None,Koeppen-C,Tropical,Forest,42.8,16.9,SE,Winter,3782856,84243117,7
bra_1483,2024-01-21,Brazil,"Brasilia ",-6.5,16,108.2,417,None,Koeppen-B,Tropical,Tundra,-5.7,18,NE,Winter,6260697,47980264,3
bra_1484,2024-01-22,Brazil,"Brasilia ",6.4,12,132.3,464,None,Koeppen-C,Tropical,Tundra,7,18.2,N,Winter,2030336,79263752,9
bra_1485,2024-01-23,Brazil,"Brasilia ",31.2,64,7.2,21,None,Koeppen-D,Tropical,Wetland,34.4,38.1,SW,Winter,377040,88165156,3
bra_1486,2024-01-24,Brazil,"Brasilia ",7.8,57,3.7,169,None,Koeppen-A,Tropical,Grassland,10.7,30.1,W,Winter,526250,16033032,5
bra_1487,2024-01-25,Brazil,"Brasilia ",-6.6,62,116.5,356,None,Koeppen-A,Tropical,Wetland,-3.5,37.5,W,Winter,6878189,58823154,9
bra_1488,2024-01-26,Brazil,"Brasilia ",-1.4,80,174.1,339,Heatwave,Koeppen-A,Tropical,Grassland,2.6,19.9,NE,Winter,7319295,26225168,3
bra_1489,2024-01-27,Brazil,"Brasilia ",43.2,12,33.1,267,Hurricane,Koeppen-A,Tropical,Forest,43.8,31.6,NW,Winter,7944687,44094640,10
bra_149,2024-05-28,Brazil,"Sao Paulo",18.6,85,67.5,409,None,Koeppen-B,Tropical,Tundra,22.9,37.3,SW,Spring,7913429,97679861,3
bra_1490,2024-01-28,Brazil,"Brasilia ",42.1,69,123.3,500,None,Koeppen-B,Tropical,Wetland,45.6,4.3,E,Winter,7296751,98507488,10
bra_1491,2024-01-29,Brazil,"Brasilia ",30.9,22,105.6,240,None,Koeppen-A,Tropical,Forest,32,38.4,S,Winter,8497046,28919287,3
bra_1492,2024-01-30,Brazil,"Brasilia ",-1.6,10,171.9,197,None,Koeppen-B,Tropical,Tundra,-1.1,20.3,SE,Winter,2705273,97706565,7
bra_1493,2024-01-31,Brazil,"Brasilia ",0.7,70,171.8,379,None,Koeppen-C,Tropical,Tundra,4.2,9.3,SE,Winter,4485458,67464030,5
bra_1494,2024-02-01,Brazil,"Brasilia ",40.3,74,50.7,163,Hurricane,Koeppen-B,Tropical,Tundra,44,20.2,SW,Winter,4595049,3069080,6
bra_1495,2024-02-02,Brazil,"Brasilia ",25.8,79,145.4,229,None,Koeppen-D,Tropical,Desert,29.8,22.9,SW,Winter,6086452,81888300,4
bra_1496,2024-02-03,Brazil,"Brasilia ",15.8,37,128.2,66,None,Koeppen-B,Tropical,Desert,17.7,34.8,SE,Winter,2436907,29786805,8
bra_1497,2024-02-04,Brazil,"Brasilia ",31.3,52,35.3,464,None,Koeppen-D,Tropical,Forest,33.9,27.3,N,Winter,5195307,84063974,1
bra_1498,2024-02-05,Brazil,"Brasilia ",40.5,94,29.4,240,Heatwave,Koeppen-B,Tropical,Grassland,45.2,21.3,N,Winter,1019879,98151967,3
bra_1499,2024-02-06,Brazil,"Brasilia ",22.6,66,77.9,497,None,Koeppen-A,Tropical,Forest,25.9,8.2,E,Winter,8694930,6469052,2
bra_15,2024-01-15,Brazil,"Sao Paulo",29.4,43,68,115,None,Koeppen-B,Tropical,Grassland,31.5,7,N,Winter,698220,55956553,10
bra_150,2024-05-29,Brazil,"Sao Paulo",6.7,72,14.8,257,None,Koeppen-C,Tropical,Forest,10.3,36.5,SE,Spring,5948876,85652596,6
bra_1500,2024-02-07,Brazil,"Brasilia ",-2.4,49,150.9,413,None,Koeppen-C,Tropical,Tundra,0.1,31.6,E,Winter,7508182,37710474,5
bra_1501,2024-02-08,Brazil,"Brasilia ",9.7,35,25.6,174,Heatwave,Koeppen-A,Tropical,Tundra,11.4,31.9,E,Winter,5891321,70784052,6
bra_1502,2024-02-09,Brazil,"Brasilia ",35.8,87,164.7,480,None,Koeppen-B,Tropical,Desert,40.1,1.1,NW,Winter,6424202,80086469,4
bra_1503,2024-02-10,Brazil,"Brasilia ",14.9,54,38.8,398,Heatwave,Koeppen-A,Tropical,Grassland,17.6,8.2,E,Winter,4782413,93565801,5
bra_1504,2024-02-11,Brazil,"Brasilia ",38.5,41,51.2,80,Drought,Koeppen-C,Tropical,Forest,40.5,3.7,SE,Winter,1579606,46845960,3
bra_1505,2024-02-12,Brazil,"Brasilia ",-3.3,96,6,63,None,Koeppen-C,Tropical,Wetland,1.5,15.1,W,Winter,5682384,58158491,8
bra_1506,2024-02-13,Brazil,"Brasilia ",36.2,19,0.4,283,None,Koeppen-D,Tropical,Desert,37.2,35.6,N,Winter,9616521,57090685,5
bra_1507,2024-02-14,Brazil,"Brasilia ",1.8,22,54.4,252,None,Koeppen-A,Tropical,Forest,2.9,27.9,S,Winter,7870918,4237386,6
bra_1508,2024-02-15,Brazil,"Brasilia ",32.1,76,19.9,389,None,Koeppen-A,Tropical,Forest,35.9,11.9,W,Winter,3508881,83220377,9
bra_1509,2024-02-16,Brazil,"Brasilia ",34.1,40,0.5,30,None,Koeppen-B,Tropical,Forest,36.1,16.7,S,Winter,7203701,20226014,2
bra_151,2024-05-30,Brazil,"Sao Paulo",25,67,25.1,318,None,Koeppen-C,Tropical,Wetland,28.4,36.4,N,Spring,9301140,92246752,9
bra_1510,2024-02-17,Brazil,"Brasilia ",-5.7,67,79.8,38,None,Koeppen-A,Tropical,Desert,-2.4,14.1,W,Winter,2262143,28982319,7
bra_1511,2024-02-18,Brazil,"Brasilia ",44,54,39.7,145,Hurricane,Koeppen-C,Tropical,Desert,46.7,38.8,NE,Winter,9266540,37816429,1
bra_1512,2024-02-19,Brazil,"Brasilia ",15,59,73.4,12,None,Koeppen-C,Tropical,Wetland,17.9,37.2,NE,Winter,8997055,19746156,4
bra_1513,2024-02-20,Brazil,"Brasilia ",32.9,39,189.6,139,Drought,Koeppen-B,Tropical,Tundra,34.9,18.9,NE,Winter,2326885,14667307,5
bra_1514,2024-02-21,Brazil,"Brasilia ",9,49,16.7,63,Heatwave,Koeppen-A,Tropical,Grassland,11.4,16.3,SE,Winter,3851048,29900125,6
bra_1515,2024-02-22,Brazil,"Brasilia ",0.5,49,113.2,295,None,Koeppen-A,Tropical,Grassland,3,11.2,W,Winter,4500531,76559981,4
bra_1516,2024-02-23,Brazil,"Brasilia ",-8.9,47,53.3,454,None,Koeppen-B,Tropical,Forest,-6.6,11.9,N,Winter,9472208,49441841,9
bra_1517,2024-02-24,Brazil,"Brasilia ",12,48,44.6,16,None,Koeppen-A,Tropical,Tundra,14.4,13.5,NE,Winter,7428763,44189654,8
bra_1518,2024-02-25,Brazil,"Brasilia ",4.6,38,142.1,243,None,Koeppen-D,Tropical,Tundra,6.5,32.5,N,Winter,7982844,69817411,7
bra_1519,2024-02-26,Brazil,"Brasilia ",27.4,31,62.1,376,Flood,Koeppen-D,Tropical,Wetland,28.9,6.9,E,Winter,4805033,54189366,1
bra_152,2024-05-31,Brazil,"Sao Paulo",-1,39,52.5,406,None,Koeppen-C,Tropical,Forest,1,7.5,W,Spring,5403051,33751621,9
bra_1520,2024-02-27,Brazil,"Brasilia ",-9.1,13,151.4,48,None,Koeppen-C,Tropical,Grassland,-8.4,34,NW,Winter,1728530,12745928,4
bra_1521,2024-02-28,Brazil,"Brasilia ",29.7,44,71.1,216,None,Koeppen-D,Tropical,Forest,31.9,9.1,S,Winter,1692973,97822801,2
bra_1522,2024-02-29,Brazil,"Brasilia ",14.3,80,107.4,15,None,Koeppen-D,Tropical,Grassland,18.3,7,W,Winter,5288328,14011825,8
bra_1523,2024-03-01,Brazil,"Brasilia ",31.7,77,59.5,94,Hurricane,Koeppen-D,Tropical,Tundra,35.5,17.6,NW,Spring,1607239,29393313,5
bra_1524,2024-03-02,Brazil,"Brasilia ",12.4,95,194.7,485,None,Koeppen-A,Tropical,Desert,17.1,11.2,SE,Spring,3919667,43176645,10
bra_1525,2024-03-03,Brazil,"Brasilia ",40.7,67,43.9,104,None,Koeppen-D,Tropical,Grassland,44.1,36.6,NE,Spring,9011432,73604058,5
bra_1526,2024-03-04,Brazil,"Brasilia ",11.3,94,135.7,481,Drought,Koeppen-B,Tropical,Tundra,16,16.5,W,Spring,2875943,64493423,4
bra_1527,2024-03-05,Brazil,"Brasilia ",33.6,23,52,464,None,Koeppen-B,Tropical,Tundra,34.8,18.4,E,Spring,3266102,92092073,9
bra_1528,2024-03-06,Brazil,"Brasilia ",23.3,31,67.1,272,Heatwave,Koeppen-B,Tropical,Grassland,24.9,19.5,NE,Spring,1441492,98000554,7
bra_1529,2024-03-07,Brazil,"Brasilia ",19.1,18,95.1,474,None,Koeppen-A,Tropical,Wetland,20,16.4,SE,Spring,2980207,35864007,7
bra_153,2024-06-01,Brazil,"Sao Paulo",16.3,93,164.5,256,None,Koeppen-B,Tropical,Grassland,21,15.2,NE,Summer,7918209,81828998,9
bra_1530,2024-03-08,Brazil,"Brasilia ",12.7,29,48.4,333,None,Koeppen-B,Tropical,Tundra,14.1,29.9,W,Spring,5368822,74567068,5
bra_1531,2024-03-09,Brazil,"Brasilia ",41.8,27,188.4,484,Heatwave,Koeppen-D,Tropical,Forest,43.1,38.4,SE,Spring,2039426,40378054,4
bra_1532,2024-03-10,Brazil,"Brasilia ",32.6,72,31.8,10,None,Koeppen-C,Tropical,Tundra,36.2,2.2,N,Spring,4210182,26717449,2
bra_1533,2024-03-11,Brazil,"Brasilia ",2.1,89,44.7,236,None,Koeppen-D,Tropical,Tundra,6.6,12.6,SE,Spring,546621,58615956,9
bra_1534,2024-03-12,Brazil,"Brasilia ",34.3,60,101.2,127,None,Koeppen-C,Tropical,Desert,37.3,1.3,NW,Spring,3268150,91806667,7
bra_1535,2024-03-13,Brazil,"Brasilia ",34.2,66,58.8,482,None,Koeppen-D,Tropical,Wetland,37.5,36.9,SE,Spring,9018128,64069929,3
bra_1536,2024-03-14,Brazil,"Brasilia ",23,42,50.6,472,None,Koeppen-C,Tropical,Wetland,25.1,28.3,N,Spring,945298,96603195,7
bra_1537,2024-03-15,Brazil,"Brasilia ",26.5,35,173.8,49,None,Koeppen-D,Tropical,Forest,28.2,0.5,W,Spring,4130841,63595102,3
bra_1538,2024-03-16,Brazil,"Brasilia ",41.8,96,87.7,375,None,Koeppen-C,Tropical,Grassland,46.6,16.5,N,Spring,4893596,34648317,2
bra_1539,2024-03-17,Brazil,"Brasilia ",7.1,87,160.8,450,Flood,Koeppen-D,Tropical,Forest,11.4,16,SE,Spring,8411409,32958160,2
bra_154,2024-06-02,Brazil,"Sao Paulo",10.7,77,76.4,426,None,Koeppen-B,Tropical,Wetland,14.5,36,E,Summer,3288163,38727511,9
bra_1540,2024-03-18,Brazil,"Brasilia ",41.7,85,123.2,79,None,Koeppen-B,Tropical,Tundra,46,32.4,W,Spring,6945283,96903439,6
bra_1541,2024-03-19,Brazil,"Brasilia ",-4.5,13,117.8,499,None,Koeppen-B,Tropical,Grassland,-3.9,9.3,SW,Spring,9692062,88795174,6
bra_1542,2024-03-20,Brazil,"Brasilia ",4.9,28,174.5,271,None,Koeppen-D,Tropical,Desert,6.3,37.1,NW,Spring,9153471,55702273,10
bra_1543,2024-03-21,Brazil,"Brasilia ",7,90,89.9,47,None,Koeppen-A,Tropical,Tundra,11.5,18.8,N,Spring,6826715,89105871,4
bra_1544,2024-03-22,Brazil,"Brasilia ",32.6,16,55,157,None,Koeppen-D,Tropical,Tundra,33.4,27.3,W,Spring,9875326,59970613,1
bra_1545,2024-03-23,Brazil,"Brasilia ",-0.4,35,128.1,343,Heatwave,Koeppen-B,Tropical,Tundra,1.4,11.2,S,Spring,3420249,91271262,8
bra_1546,2024-03-24,Brazil,"Brasilia ",0.7,63,113.4,461,None,Koeppen-D,Tropical,Tundra,3.9,25.2,W,Spring,5051783,14139476,6
bra_1547,2024-03-25,Brazil,"Brasilia ",-9.7,58,146.3,56,None,Koeppen-C,Tropical,Desert,-6.8,1.7,W,Spring,7097088,29145930,5
bra_1548,2024-03-26,Brazil,"Brasilia ",-5.4,93,122,176,None,Koeppen-D,Tropical,Wetland,-0.8,33.6,W,Spring,8558167,79593174,3
bra_1549,2024-03-27,Brazil,"Brasilia ",-0.2,71,154.3,262,None,Koeppen-C,Tropical,Wetland,3.4,8.3,NE,Spring,9186240,31359971,2
bra_155,2024-06-03,Brazil,"Sao Paulo",7,71,181.6,116,Drought,Koeppen-D,Tropical,Forest,10.6,9.6,NE,Summer,1451158,43065354,7
bra_1550,2024-03-28,Brazil,"Brasilia ",3,12,120,329,None,Koeppen-B,Tropical,Tundra,3.6,12.8,NE,Spring,8533917,27881489,5
bra_1551,2024-03-29,Brazil,"Brasilia ",27.3,93,104.3,359,None,Koeppen-A,Tropical,Desert,32,30.9,NW,Spring,9267640,78048072,8
bra_1552,2024-03-30,Brazil,"Brasilia ",41.9,76,148.4,202,None,Koeppen-B,Tropical,Tundra,45.7,10.1,NW,Spring,6801434,38400868,8
bra_1553,2024-03-31,Brazil,"Brasilia ",27.6,94,130.1,473,None,Koeppen-D,Tropical,Tundra,32.3,20,SW,Spring,4434753,72471244,1
bra_1554,2024-04-01,Brazil,"Brasilia ",11.5,23,95.8,137,None,Koeppen-C,Tropical,Grassland,12.7,3,SE,Spring,6565440,63728910,1
bra_1555,2024-04-02,Brazil,"Brasilia ",12.8,49,91,82,Drought,Koeppen-C,Tropical,Grassland,15.2,18.8,NE,Spring,251889,78113496,5
bra_1556,2024-04-03,Brazil,"Brasilia ",24.3,83,154.7,311,None,Koeppen-C,Tropical,Wetland,28.5,17.9,SW,Spring,1734988,10388927,1
